Cell_ID	Cluster	Trajectory_ID	Pseudo_time	X_coord	Y_coord
Cell_387	1	1	NA	-5.08617019441221	-3.72412255179836
Cell_388	3	1	NA	3.06834688298055	7.05587403372341
Cell_389	3	1	NA	3.31279711655333	6.10811488489357
Cell_390	1	1	NA	-1.41945699195481	-4.03348494637001
Cell_391	3	1	NA	3.35078235414491	5.83296713741249
Cell_392	2	1	NA	3.57524007611891	0.735893107973708
Cell_393	2	1	NA	4.08279523820451	4.80040517426056
Cell_394	1	1	NA	-2.41105323176872	-2.81688352570477
Cell_395	2	1	NA	1.78266093639156	0.685045312596763
Cell_396	3	1	NA	3.57252002121148	6.52439101392005
Cell_397	2	1	NA	3.08692464277057	3.26110960175666
Cell_398	1	1	NA	-0.35802848690232	-2.45025878658029
Cell_399	1	1	NA	-7.23609406801898	-3.74693204212208
Cell_400	2	1	NA	1.24861836701205	0.289933169742791
Cell_401	1	1	NA	-2.70366828435185	-2.78069462112708
Cell_402	1	1	NA	-9.10646308712731	-4.25703537807446
Cell_403	1	1	NA	0.282208948530832	-1.79706228435257
Cell_404	2	1	NA	3.26225305037375	4.74162050194818
Cell_405	1	1	NA	-4.81889297989457	-3.39613638069678
Cell_406	1	1	NA	-0.607130141819214	-3.27929417463657
Cell_407	1	1	NA	-5.04737883942462	-3.59125320344827
Cell_408	3	1	NA	2.86354948391067	7.21244597552293
Cell_409	3	1	NA	3.1324186821741	7.12720446431307
Cell_410	1	1	NA	0.211260428002404	-4.46452997652004
Cell_411	2	1	NA	4.09230581643239	4.1081620103711
Cell_412	3	1	NA	3.05563082628448	7.18521051483226
Cell_413	1	1	NA	3.76155445895527	-7.53037327893252
Cell_414	2	1	NA	1.76675158437214	-0.1130866835875
Cell_415	3	1	NA	0.408687625341573	8.93919059752809
Cell_416	2	1	NA	3.97359380831167	2.5139810134627
Cell_417	1	1	NA	-0.599739268135193	-2.89726267922009
Cell_418	3	1	NA	3.03150740288323	6.06382391101555
Cell_419	2	1	NA	2.08923456135459	0.195542955552767
Cell_420	1	1	NA	-2.87949312000238	-2.01271970501971
Cell_421	1	1	NA	-2.94751109509285	-3.2786150603412
Cell_422	2	1	NA	3.03548654206306	0.17388605791261
Cell_423	1	1	NA	-7.53653892322188	-4.15571285939926
Cell_424	2	1	NA	3.77438934481444	1.49475852295254
Cell_425	1	1	NA	-0.468948130252025	-2.38105236303822
Cell_426	1	1	NA	0.923355974499496	-0.321768858127757
Cell_427	1	1	NA	0.722476806498776	-0.405789261586959
Cell_428	2	1	NA	1.67873692055466	0.594913402756212
Cell_429	3	1	NA	1.37454175226122	8.62767949000135
Cell_430	1	1	NA	-3.7098658415373	-3.84941009426178
Cell_431	1	1	NA	3.79217732752643	-8.04881619169167
Cell_432	2	1	NA	2.65814002753497	1.0189656192704
Cell_433	1	1	NA	-5.84879750179044	-3.83057632390243
Cell_434	1	1	NA	-1.90877224404063	-0.868727690132336
Cell_435	2	1	NA	1.69594810935695	-0.155674563545593
Cell_436	2	1	NA	2.86738954074976	0.657958391004361
Cell_437	2	1	NA	4.16697040983757	4.85956523776192
Cell_438	3	1	NA	2.37872908343632	7.54164110302064
Cell_439	2	1	NA	3.73069159063048	1.34363300006508
Cell_440	1	1	NA	1.40573866040937	-2.882741880314
Cell_441	1	1	NA	-1.95121827070302	-0.389501742860667
Cell_442	1	1	NA	-0.0747947852295883	-0.723047968855982
Cell_443	1	1	NA	-1.6530284784785	-2.91279139335945
Cell_444	1	1	NA	-1.38098952187681	0.26175039778908
Cell_445	3	1	NA	2.22425572613923	7.87529300970059
Cell_446	3	1	NA	1.17595227605651	8.71323178703464
Cell_447	3	1	NA	3.43800596499283	6.68491828760772
Cell_448	2	1	NA	2.91543143032689	-0.0382059817096847
Cell_449	2	1	NA	3.86906459606415	2.90143725171326
Cell_450	1	1	NA	-3.36124918097039	-4.02195246049242
Cell_451	1	1	NA	-5.23350476734793	-3.33337246486428
Cell_452	1	1	NA	-2.23441372152825	-4.26566797890785
Cell_453	1	1	NA	1.61380608280029	-2.90709837274971
Cell_454	2	1	NA	4.08031769790355	3.48008683370099
Cell_455	3	1	NA	3.14729411542094	6.77441825563513
Cell_456	1	1	NA	-1.86941272602526	-3.25505624470556
Cell_457	2	1	NA	2.83024722994567	0.91510219553935
Cell_458	1	1	NA	0.230955054167177	-2.32193637212565
Cell_459	1	1	NA	-3.78481211497661	-3.06451229869348
